facility_code,facility_name,network_id,network_region,latitude,longitude,unit_code,unit_code_display,fueltech_id,status_id,capacity_registered,capacity_maximum,capacity_storage,max_generation,registered_date,expected_closure_date,data_first_seen,data_last_seen
MWPS,Morganwhyalla Pipeline,NEM,SA1,-33.97382,139.193756,MWPS4PV1,MWPS4PV1,solar_utility,operating,5,4,,4.69,,2040-12-31T14:00:00+08:00,2021-03-01T09:40:00+08:00,2026-08-01T16:20:00+08:00
MWPS,Morganwhyalla Pipeline,NEM,SA1,-33.97382,139.193756,MWPS3PV1,MWPS3PV1,solar_utility,operating,7,6,,6.25,,2044-12-31T14:00:00+08:00,2020-11-13T15:25:00+08:00,2026-07-29T17:20:00+08:00
MWPS,Morganwhyalla Pipeline,NEM,SA1,-33.97382,139.193756,MWPS2PV1,MWPS2PV1,solar_utility,operating,5,4,,4.71,,2040-12-31T14:00:00+08:00,2021-03-16T11:00:00+08:00,2026-08-01T16:20:00+08:00
MWPS,Morganwhyalla Pipeline,NEM,SA1,-33.97382,139.193756,MWPS1PV1,MWPS1PV1,solar_utility,operating,5,4,,4.61,,2030-12-31T14:00:00+08:00,2021-03-18T09:35:00+08:00,2026-08-01T16:20:00+08:00
MRNBESS,Mornington,NEM,VIC1,-38.268707,145.204823,MRNBESS1,MRNBESS1,battery,commissioning,336,240,590,168.61,,2044-12-31T14:00:00+10:00,2026-04-08T10:15:00+10:00,2026-07-31T14:35:00+10:00
MLB,Mortlake,NEM,VIC1,-38.06698,142.669466,MLB01,MLB01,battery,operating,440,300,650,302.42,,2055-12-31T14:00:00+10:00,2026-03-05T14:50:00+10:00,2026-07-24T11:35:00+10:00
MORTLK,Mortlake,NEM,VIC1,-38.063237,142.668677,MORTLK12,MORTLK12,gas_ocgt,operating,283,292,,298,,2051-12-31T14:00:00+10:00,2011-09-23T17:25:00+10:00,2026-07-31T22:25:00+10:00
MORTLK,Mortlake,NEM,VIC1,-38.063237,142.668677,MORTLK11,MORTLK11,gas_ocgt,operating,283,292,,299,,2051-12-31T14:00:00+10:00,2011-08-01T15:50:00+10:00,2026-07-31T23:10:00+10:00
MRTLSWF,Mortlake South,NEM,VIC1,-38.146832,142.853134,MRTLSWF1,MRTLSWF1,wind,operating,157.5,153,,155.27,,2046-12-31T14:00:00+10:00,2022-10-25T17:45:00+10:00,2026-08-01T16:20:00+10:00
MLWF,Mortons Lane,NEM,VIC1,-37.833186,142.465288,MLWF1,MLWF1,wind,operating,19.5,20,,20.085,,2034-12-31T14:00:00+10:00,2012-11-13T13:50:00+10:00,2026-08-01T16:20:00+10:00
SKYFRM_MTBARKER,Mount Barker,WEM,WEM,-34.601163,117.643904,SKYFRM_MTBARKER_WF1,SKYFRM_MTBARKER_WF1,wind,operating,2.43,2.43,,2.508,,,2013-12-17T08:00:00+10:00,2026-08-01T14:15:00+10:00
MOUSF,Moura,NEM,QLD1,-24.515007,150.087256,MOUSF1,MOUSF1,solar_utility,operating,99,82,,84.6552,,2056-12-31T14:00:00+10:00,2022-10-21T12:50:00+10:00,2026-08-01T16:20:00+10:00
MEWF,Mt Emerald,NEM,QLD1,-17.133248,145.380037,MEWF1,MEWF1,wind,operating,180,178,,191.4962,,2042-12-31T14:00:00+10:00,2018-08-20T14:25:00+10:00,2026-08-01T16:20:00+10:00
MTGELWF,Mt Gellibrand,NEM,VIC1,-38.258519,143.802037,MTGELWF1,MTGELWF1,wind,operating,138,132,,102.5468,,2042-12-31T14:00:00+10:00,2018-06-21T16:40:00+10:00,2026-08-01T16:20:00+10:00
MTMERCER,Mt Mercer,NEM,VIC1,-37.831791,143.888681,MERCER01,MERCER01,wind,operating,131.2,131,,131.6,,2042-12-31T14:00:00+10:00,2013-11-25T13:15:00+10:00,2026-08-01T16:20:00+10:00
MTMILLAR,Mt Millar,NEM,SA1,-33.62534,136.703771,MTMILLAR,MTMILLAR,wind,operating,70,70,,71.0087,,2034-12-31T14:00:00+10:00,2009-07-01T00:05:00+10:00,2026-08-01T16:20:00+10:00
MP,Mt Piper,NEM,NSW1,-33.358121,150.032642,MP2,MP2,coal_black,operating,700,700,,728.0555,,2039-12-31T14:00:00+10:00,1998-12-07T02:50:00+10:00,2026-08-01T16:20:00+10:00
MP,Mt Piper,NEM,NSW1,-33.358121,150.032642,MP1,MP1,coal_black,operating,700,700,,751.6,,2039-12-31T14:00:00+10:00,1998-12-07T02:50:00+10:00,2026-08-01T16:20:00+10:00
MSTUART,Mt Stuart,NEM,QLD1,-19.337807,146.850916,MSTUART2,MSTUART2,distillate,operating,144,152,,152.35,,2037-12-31T14:00:00+10:00,1998-12-23T10:10:00+10:00,2026-08-01T16:20:00+10:00
MSTUART,Mt Stuart,NEM,QLD1,-19.337807,146.850916,MSTUART1,MSTUART1,distillate,operating,144,152,,155.02,,2037-12-31T14:00:00+10:00,1998-12-14T12:50:00+10:00,2026-08-01T16:20:00+10:00
MSTUART,Mt Stuart,NEM,QLD1,-19.337807,146.850916,MSTUART3,MSTUART3,distillate,operating,131,139,,133.0012,,2048-12-31T14:00:00+10:00,2009-10-16T12:30:00+10:00,2026-05-29T17:55:00+10:00
MLSP,Mugga Lane,NEM,NSW1,-35.399485,149.1454,MLSP1,MLSP1,solar_utility,operating,12,12,,1356,,2040-12-31T14:00:00+10:00,2016-11-16T14:35:00+10:00,2026-08-01T16:20:00+10:00
MUJA,Muja CD,WEM,WEM,-33.450246,116.30482,MUJA_G8,MUJA_G8,coal_black,operating,212.6,212.6,,224.2757,,2029-09-30T16:00:00+10:00,2013-12-18T08:00:00+10:00,2026-08-01T14:15:00+10:00
MUJA,Muja CD,WEM,WEM,-33.450246,116.30482,MUJA_G7,MUJA_G7,coal_black,operating,212.6,212.6,,228.497,,2029-09-30T16:00:00+10:00,2013-12-18T08:00:00+10:00,2026-06-21T10:25:00+10:00
MULWASF,Mulwala,NEM,NSW1,-35.958258,146.007893,MULWASF1,MULWASF1,solar_utility,commissioning,31,25,,19.98,,2055-12-31T14:00:00+08:00,2026-04-21T15:40:00+08:00,2026-08-01T16:20:00+08:00
MWF_MUMBIDA,Mumbida,WEM,WEM,-29.011063,114.966228,MWF_MUMBIDA_WF1,MWF_MUMBIDA_WF1,wind,operating,55,55,,56.55,,2032-12-31T16:00:00+10:00,2013-12-17T08:00:00+10:00,2026-08-01T14:15:00+10:00
MUNGARRA,Mungarra,WEM,WEM,-28.889524,115.117946,MUNGARRA_GT3,MUNGARRA_GT3,gas_ocgt,operating,38,38,,41.91,,2025-12-31T16:00:00+10:00,2013-12-18T08:00:00+10:00,2026-07-22T12:35:00+10:00
MUNGARRA,Mungarra,WEM,WEM,-28.889524,115.117946,MUNGARRA_GT1,MUNGARRA_GT1,gas_ocgt,operating,39.5,39.5,,43.561,,2025-12-31T16:00:00+10:00,2014-01-12T09:30:00+10:00,2026-07-22T09:00:00+10:00
MUNGARRA,Mungarra,WEM,WEM,-28.889524,115.117946,MUNGARRA_GT2,MUNGARRA_GT2,gas_ocgt,operating,39.5,39.5,,43.936,,2025-12-31T16:00:00+10:00,2013-12-18T08:00:00+10:00,2018-09-03T20:00:00+10:00
MUCRKSF,Munna Creek,NEM,QLD1,-25.882106,152.459626,MUCRKSF1,MUCRKSF1,solar_utility,operating,154,120,,122.07,,2052-12-31T14:00:00+10:00,2025-09-02T00:05:00+10:00,2026-08-01T16:20:00+10:00
MUWAWF,Murra Warra,NEM,VIC1,-36.438821,142.246003,MUWAWF1,MUWAWF1,wind,operating,231.8,225.7,,230.39,,2048-12-31T14:00:00+10:00,2019-04-08T19:45:00+10:00,2026-07-27T08:55:00+10:00
MUWAWF,Murra Warra,NEM,VIC1,-36.438821,142.246003,MUWAWF2,MUWAWF2,wind,operating,209,203,,206.6,,2051-12-31T14:00:00+10:00,2022-02-15T00:05:00+10:00,2026-08-01T16:20:00+10:00
MURRAY,Murray,NEM,VIC1,-36.24683,148.1902,MURRAY,MURRAY,hydro,operating,1500,1575,,1556.6997,,2069-12-31T14:00:00+08:00,2001-07-15T00:40:00+08:00,2026-08-01T09:45:00+08:00
MBPS2,Murray Bridge-Onkaparinga,NEM,SA1,-35.096848,139.209527,MBPS2PV1,MBPS2PV1,solar_utility,operating,13.75,10.3,,10.32,,2040-12-31T14:00:00+10:00,2022-03-08T09:25:00+10:00,2026-08-01T16:20:00+10:00
MUSSELRO,Musselroe,NEM,TAS1,-40.780012,148.010283,MUSSELR1,MUSSELR1,wind,operating,168,168,,168.9,,2049-12-31T14:00:00+10:00,2013-03-21T14:05:00+10:00,2026-08-01T16:20:00+10:00
NASF,Narromine,NEM,NSW1,-32.220895,148.255308,NASF1,NASF1,solar_utility,operating,10,9,,,,2041-12-31T14:00:00Z,,
NEWGEN_NEERABUP,Neerabup,WEM,WEM,-31.671138,115.802397,NEWGEN_NEERABUP_GT1,NEWGEN_NEERABUP_GT1,gas_ocgt,operating,342,342,,346.373,,2039-12-31T16:00:00+08:00,2013-12-17T09:30:00+08:00,2026-07-31T23:30:00+08:00
NEVERSF,Nevertire,NEM,NSW1,-31.822603,147.703086,NEVERSF1,NEVERSF1,solar_utility,operating,132,105,,107.06,,2048-12-31T14:00:00+10:00,2019-12-03T06:45:00+10:00,2026-08-01T16:20:00+10:00
NEWENSF,New England,NEM,NSW1,-30.627323,151.556425,NEWENSF1,NEWENSF1,solar_utility,operating,235,200,,218.3691,,2072-12-31T14:00:00+10:00,2023-04-18T08:55:00+10:00,2026-08-01T16:20:00+10:00
NEWENSF,New England,NEM,NSW1,-30.627323,151.556425,NEWENSF2,NEWENSF2,solar_utility,operating,235,200,,222.5239,,2072-12-31T14:00:00+10:00,2022-12-20T10:45:00+10:00,2026-08-01T16:20:00+10:00
NESBESS1,New England 1,NEM,NSW1,-30.626481,151.616,NESBESS1,NESBESS1,battery,operating,126,100,200,191.7098,,2074-12-31T14:00:00+10:00,2026-02-18T05:50:00+10:00,2026-08-01T16:20:00+10:00
NESBESS2,New England 2,NEM,NSW1,-30.626481,151.616,NESBESS2,NESBESS2,battery,operating,126,100,200,190.9133,,2075-12-31T14:00:00+10:00,2026-02-18T05:45:00+10:00,2026-08-01T16:20:00+10:00
NEWGEN_KWINANA,Newgen Kwinana,WEM,WEM,-32.202009,115.773434,NEWGEN_KWINANA_CCG1,NEWGEN_KWINANA_CCG1,gas_ccgt,operating,327.8,327.8,,346.08,,2048-09-30T16:00:00+10:00,2013-12-17T08:00:00+10:00,2026-08-01T14:15:00+10:00
NEWPORT,Newport,NEM,VIC1,-37.841423,144.894923,NPS,NPS,gas_steam,operating,500,510,,595.5,,2038-12-31T14:00:00+08:00,1998-12-07T11:15:00+08:00,2026-07-09T21:05:00+08:00
NBHWF,North Brown Hill,NEM,SA1,-33.228116,138.716888,NBHWF1,NBHWF1,wind,operating,132.3,132,,131.8,,2035-12-31T14:00:00+10:00,2010-08-14T20:50:00+10:00,2026-08-01T14:10:00+10:00
NORTHAM_SF,Northam,WEM,WEM,-31.65161,116.711541,NORTHAM_SF_PV1,NORTHAM_SF_PV1,solar_utility,operating,10,10,,9.903,,2037-12-31T16:00:00+10:00,2018-11-15T09:30:00+10:00,2026-08-01T14:15:00+10:00
TESLA_NORTHAM,Northam,WEM,WEM,-31.642906,116.847503,TESLA_NORTHAM_G1,TESLA_NORTHAM_G1,distillate,operating,10,10,,10.597,,2047-08-31T16:00:00+08:00,2014-02-21T10:30:00+08:00,2026-05-12T07:15:00+08:00
NUMURKSF,Numurkah,NEM,VIC1,-36.161038,145.476491,NUMURSF1,NUMURSF1,solar_utility,operating,112,100,,101.93,,2043-12-31T14:00:00+10:00,2019-05-07T07:35:00+10:00,2026-08-01T16:20:00+10:00
NYNGAN,Nyngan,NEM,NSW1,-31.555475,147.08622,NYNGAN1,NYNGAN1,solar_utility,operating,102.14,102,,102.75,,2041-12-31T14:00:00+10:00,2015-03-21T14:50:00+10:00,2026-08-01T16:20:00+10:00
OAKEY,Oakey,NEM,QLD1,-27.418268,151.680205,OAKEY2,OAKEY2,gas_ocgt,operating,141,173,,174.51,,2049-12-31T14:00:00+10:00,1999-11-20T22:40:00+10:00,2026-06-24T20:55:00+10:00
OAKEY,Oakey,NEM,QLD1,-27.418268,151.680205,OAKEY1,OAKEY1,gas_ocgt,operating,141,173,,174.0012,,2049-12-31T14:00:00+10:00,1999-09-26T13:05:00+10:00,2026-06-24T20:35:00+10:00
OAKEY2SF,Oakey 2,NEM,QLD1,-27.402454,151.642576,OAKEY2SF,OAKEY2SF,solar_utility,operating,65,55,,56.09,,2048-12-31T14:00:00+10:00,2019-09-13T06:10:00+10:00,2026-08-01T16:20:00+10:00
OAKEY1SF,Oakey Solar Farm,NEM,QLD1,-27.410516,151.652849,OAKEY1SF,OAKEY1SF,solar_utility,operating,30,25,,47,,2042-12-31T14:00:00+10:00,2019-03-13T07:15:00+10:00,2026-08-01T16:20:00+10:00
OAKLAND,Oaklands Hill,NEM,VIC1,-37.681514,142.552322,OAKLAND1,OAKLAND1,wind,operating,67,63,,67.1,,2036-12-31T14:00:00+10:00,2011-08-25T12:30:00+10:00,2026-08-01T16:20:00+10:00
OCPS,Oaky Creek,NEM,QLD1,-23.048717,148.484462,OAKYCREK,OAKYCREK,gas_recip,operating,20,20,,,,2024-12-31T14:00:00Z,,
OAKY2,Oaky Creek 2,NEM,QLD1,-23.048717,148.484462,OAKY2,OAKY2,gas_wcmg,operating,15,15,,,,2024-12-31T14:00:00Z,,
ORABESS,Orana,NEM,NSW1,-32.530421,148.962923,ORABESS1,ORABESS1,battery,operating,439,415,1660,419.6963,,2065-12-31T14:00:00+10:00,2026-01-22T07:50:00+10:00,2026-08-01T16:20:00+10:00
OSBORNE,Osborne,NEM,SA1,-34.797702,138.50779,OSB-AG,OSB-AG,gas_ccgt,operating,180,204,,202.4732,,2027-12-30T14:00:00+10:00,2000-02-15T14:25:00+10:00,2026-08-01T16:20:00+10:00
PALOONA,Paloona,NEM,TAS1,-41.282674,146.249036,PALOONA,PALOONA,hydro,operating,28,33,,33.0223,,2099-12-31T14:00:00+10:00,2009-07-01T00:05:00+10:00,2026-08-01T16:20:00+10:00
PSF,Parkes,NEM,NSW1,-33.117567,148.078825,PARSF1,PARSF1,solar_utility,operating,55,50.5,,53.0031,,2041-12-31T14:00:00+08:00,2018-02-02T17:35:00+08:00,2026-08-01T16:20:00+08:00
PRK_AG,Parkeston,WEM,WEM,-30.737642,121.50639,PRK_AG,PRK_AG,gas_ocgt,operating,110,110,,74.28,,2036-06-30T16:00:00+08:00,2013-12-18T07:00:00+08:00,2026-07-15T20:40:00+08:00
NPPPPS,Pelican Point,NEM,SA1,-34.765325,138.505402,PPCCGT,PPCCGT,gas_ccgt,operating,478,522,,532.5928,,2036-12-31T14:00:00+08:00,2000-09-11T18:20:00+08:00,2026-08-01T16:20:00+08:00
PIBESS,Phillip Island,NEM,VIC1,-38.483293,145.22488,PIBESS1,PIBESS1,battery,operating,7,5,11.9,5.054,,2037-12-31T14:00:00+08:00,2024-08-27T13:05:00+08:00,2026-08-01T12:45:00+08:00
PHOENIX_KWINANA_WTE,Phoenix,WEM,WEM,-32.210173,115.777241,PHOENIX_KWINANA_WTE_G1,PHOENIX_KWINANA_WTE_G1,bioenergy_biomass,operating,38,43,,40.2997,,,2025-04-09T10:25:00+08:00,2026-08-01T14:15:00+08:00
TESLA_PICTON,Picton,WEM,WEM,-33.356646,115.72098,TESLA_PICTON_G1,TESLA_PICTON_G1,distillate,operating,10,10,,10.5694,,2046-06-30T16:00:00+08:00,2014-03-07T14:30:00+08:00,2026-07-07T08:15:00+08:00
PINDARI,Pindari,NEM,NSW1,-29.388034,151.244774,PINDARI,PINDARI,hydro,operating,6.7,6,,,,,,
PINJAR,Pinjar,WEM,WEM,-31.557738,115.820469,PINJAR_GT11,PINJAR_GT11,gas_ocgt,operating,130,130,,211.9548,,2030-12-31T16:00:00+10:00,2013-12-21T16:30:00+10:00,2026-07-31T19:35:00+10:00
PINJAR,Pinjar,WEM,WEM,-31.557738,115.820469,PINJAR_GT10,PINJAR_GT10,gas_ocgt,operating,118.2,118.2,,121.5,,2030-12-31T16:00:00+10:00,2013-12-20T16:00:00+10:00,2026-07-25T01:45:00+10:00
PINJAR,Pinjar,WEM,WEM,-31.557738,115.820469,PINJAR_GT3,PINJAR_GT3,gas_ocgt,operating,39.3,39.3,,42.06,,2030-12-31T16:00:00+10:00,2013-12-21T17:30:00+10:00,2026-08-01T07:55:00+10:00
PINJAR,Pinjar,WEM,WEM,-31.557738,115.820469,PINJAR_GT9,PINJAR_GT9,gas_ocgt,operating,118.2,118.2,,128.813,,2030-12-31T16:00:00+10:00,2013-12-19T08:00:00+10:00,2026-07-28T21:15:00+10:00
PINJAR,Pinjar,WEM,WEM,-31.557738,115.820469,PINJAR_GT4,PINJAR_GT4,gas_ocgt,operating,39.3,39.3,,41.46,,2030-12-31T16:00:00+10:00,2014-01-20T15:00:00+10:00,2026-08-01T07:55:00+10:00
PINJAR,Pinjar,WEM,WEM,-31.557738,115.820469,PINJAR_GT1,PINJAR_GT1,gas_ocgt,operating,38.5,38.5,,40.259,,2030-12-31T16:00:00+10:00,2014-01-08T13:00:00+10:00,2026-07-24T23:20:00+10:00
PINJAR,Pinjar,WEM,WEM,-31.557738,115.820469,PINJAR_GT2,PINJAR_GT2,gas_ocgt,operating,38.5,38.5,,41.835,,2030-12-31T16:00:00+10:00,2014-01-08T14:00:00+10:00,2026-07-21T18:55:00+10:00
PINJAR,Pinjar,WEM,WEM,-31.557738,115.820469,PINJAR_GT5,PINJAR_GT5,gas_ocgt,operating,39.3,39.3,,42.1,,2030-12-31T16:00:00+10:00,2014-01-20T13:30:00+10:00,2026-07-17T18:30:00+10:00
PINJAR,Pinjar,WEM,WEM,-31.557738,115.820469,PINJAR_GT7,PINJAR_GT7,gas_ocgt,operating,39.3,39.3,,41.272,,2030-12-31T16:00:00+10:00,2013-12-21T14:30:00+10:00,2026-07-31T08:10:00+10:00
ALINTA_PNJ,Pinjarra,WEM,WEM,-32.647459,115.946592,ALINTA_PNJ_U2,ALINTA_PNJ_U2,gas_ocgt,operating,143,143,,148.2,,2046-06-30T16:00:00+10:00,2013-12-17T08:00:00+10:00,2026-08-01T14:15:00+10:00
ALINTA_PNJ,Pinjarra,WEM,WEM,-32.647459,115.946592,ALINTA_PNJ_U1,ALINTA_PNJ_U1,gas_ocgt,operating,143,143,,146.652,,2046-06-30T16:00:00+10:00,2013-12-17T08:00:00+10:00,2026-08-01T14:15:00+10:00
PIONEER,Pioneer Sugar Mill,NEM,QLD1,-19.557546,147.330825,PIONEER,PIONEER,bioenergy_biomass,operating,67.78,68,,55.1,,2039-12-31T14:00:00+08:00,2009-07-01T00:05:00+08:00,2026-08-01T16:20:00+08:00
PTINA,Poatina,NEM,TAS1,-41.811531,146.919117,POAT110,POAT110,hydro,operating,100,124,,123.67,,2099-12-31T14:00:00+10:00,2005-05-16T13:35:00+10:00,2026-07-13T07:50:00+10:00
PTINA,Poatina,NEM,TAS1,-41.811531,146.919117,PO110NL1,PO110NL1,hydro,operating,25,,,,,2099-12-31T14:00:00Z,,
PTINA,Poatina,NEM,TAS1,-41.811531,146.919117,POAT220,POAT220,hydro,operating,200,248,,245.8009,,2099-12-31T14:00:00+10:00,2005-05-16T13:35:00+10:00,2026-07-14T16:40:00+10:00
PAREPW,Port Augusta Energy Park,NEM,SA1,-32.595609,137.885629,PAREPW1,PAREPW1,wind,operating,210,201,,217.4811,,2051-12-31T14:00:00+10:00,2022-04-19T18:40:00+10:00,2026-08-01T16:20:00+10:00
PAREPW,Port Augusta Energy Park,NEM,SA1,-32.595609,137.885629,PAREPS1,PAREPS1,solar_utility,operating,99,77,,80.13,,2046-12-31T14:00:00+10:00,2022-10-04T16:25:00+10:00,2026-08-01T16:20:00+10:00
PORTLCN,Port Lincoln,NEM,SA1,-34.700389,135.804384,POR01,POR01,distillate,operating,50,55,,48.2489,,2027-12-31T14:00:00+10:00,2000-10-06T14:40:00+10:00,2026-05-01T19:30:00+10:00
PORTLCN,Port Lincoln,NEM,SA1,-34.700389,135.804384,POR03,POR03,distillate,operating,23.5,23,,24.2448,,2027-12-31T14:00:00+10:00,2010-11-13T19:05:00+10:00,2025-03-12T10:35:00+10:00
STANVAC,Port Stanvac,NEM,SA1,-35.110332,138.49135,PTSTAN1,PTSTAN1,distillate,operating,57.6,65,,65,,2069-12-31T14:00:00+10:00,2016-01-12T16:25:00+10:00,2026-07-31T08:00:00+10:00
PORTWF,Portland,NEM,VIC1,-38.361417,141.38456,PORTWF,PORTWF,wind,operating,148,148,,160,,2043-12-31T14:00:00+10:00,2009-07-10T00:05:00+10:00,2026-08-01T16:20:00+10:00
QUARANTN,Quarantine,NEM,SA1,-34.779339,138.522883,QPS5,QPS5,gas_ocgt,operating,128,128,,134.94,,2043-12-31T14:00:00+10:00,2009-02-10T17:45:00+10:00,2026-07-31T22:45:00+10:00
QUARANTN,Quarantine,NEM,SA1,-34.779339,138.522883,QPS3,QPS3,gas_ocgt,operating,24,29.5,,29.3,,2058-12-31T14:00:00+10:00,2001-12-04T19:15:00+10:00,2026-07-31T22:40:00+10:00
QUARANTN,Quarantine,NEM,SA1,-34.779339,138.522883,QPS4,QPS4,gas_ocgt,operating,24,25,,26.9,,2059-12-31T14:00:00+10:00,2001-12-20T10:55:00+10:00,2026-07-30T21:40:00+10:00
QUARANTN,Quarantine,NEM,SA1,-34.779339,138.522883,QPS2,QPS2,gas_ocgt,operating,24,25,,26.4,,2058-12-31T14:00:00+10:00,2001-11-27T13:10:00+10:00,2026-07-31T19:40:00+10:00
QUARANTN,Quarantine,NEM,SA1,-34.779339,138.522883,QPS1,QPS1,gas_ocgt,operating,29,29.5,,29.8,,2057-12-31T14:00:00+10:00,2001-11-24T14:35:00+10:00,2026-07-31T22:50:00+10:00
QBYNB,Queanbeyan,NEM,NSW1,-35.339311,149.215101,QBYNB1,QBYNB1,battery,operating,10,10,20,10.2453,,2032-12-31T14:00:00+10:00,2024-08-21T13:05:00+10:00,2026-08-01T16:20:00+10:00
QP,Quorn Park,NEM,NSW1,-33.079517,148.089521,QPSFB2,QPSFB2,battery,operating,27,19,40,32.7025,,2044-12-31T14:00:00+10:00,2026-01-22T10:55:00+10:00,2026-08-01T13:45:00+10:00
QP,Quorn Park,NEM,NSW1,-33.079517,148.089521,QPSFB1,QPSFB1,solar_utility,operating,96,80,,72.038,,2054-12-31T14:00:00+10:00,2026-01-22T10:55:00+10:00,2026-08-01T16:20:00+10:00
RACOMIL,Racecourse Mill,NEM,QLD1,-21.163842,149.135738,RACOMIL1,RACOMIL1,bioenergy_biomass,operating,48.5,48,,,,2043-12-31T14:00:00Z,,
RANGEB,Rangebank,NEM,VIC1,-38.085056,145.259936,RANGEB1,RANGEB1,battery,operating,260,200,400,202.78,,2043-12-31T14:00:00+10:00,2024-08-27T11:55:00+10:00,2026-08-01T16:20:00+10:00
RED_HILL,Red Hill,WEM,WEM,-31.830628,116.100888,RED_HILL,RED_HILL,bioenergy_biogas,operating,3.64,3.64,,3.848,,,2013-12-17T08:00:00+10:00,2026-08-01T14:15:00+10:00
REECE,Reece,NEM,TAS1,-41.723739,145.136012,REECE1,REECE1,hydro,operating,115.6,119,,122.29,,2099-12-31T14:00:00+08:00,2005-05-16T13:35:00+08:00,2026-08-01T16:20:00+08:00
REECE,Reece,NEM,TAS1,-41.723739,145.136012,REECE2,REECE2,hydro,operating,115.6,119,,121.84,,2099-12-31T14:00:00+08:00,2005-05-16T13:35:00+08:00,2026-08-01T16:20:00+08:00
REPULSE,Repulse,NEM,TAS1,-42.507691,146.647,REPULSE,REPULSE,hydro,operating,28,34,,34.099,,2099-12-31T14:00:00+10:00,2009-07-01T00:05:00+10:00,2026-08-01T16:20:00+10:00
BIOGAS01,Richgro,WEM,WEM,-32.103786,115.895771,BIOGAS01,BIOGAS01,bioenergy_biogas,operating,2,2,,3,,2034-12-31T16:00:00+10:00,2015-10-12T08:00:00+10:00,2026-08-01T14:15:00+10:00
RESS,Riverina 1,NEM,NSW1,-34.646349,146.035015,RESS1,RESS1,battery,operating,80,60,120,60.6692,,2050-12-31T14:00:00+10:00,2024-10-29T13:15:00+10:00,2026-08-01T16:20:00+10:00
RIVNB,Riverina 2,NEM,NSW1,-34.646349,146.035015,RIVNB2,RIVNB2,battery,operating,65,65,130,65.5561,,2050-12-31T14:00:00+10:00,2024-08-08T04:10:00+10:00,2026-08-01T16:20:00+10:00
ROCKINGHAM,Rockingham,WEM,WEM,-32.287538,115.815885,ROCKINGHAM,ROCKINGHAM,bioenergy_biogas,operating,4.2,4.2,,3.908,,,2013-12-17T08:30:00+10:00,2025-12-10T09:00:00+10:00
RPCG,Rocky Point Cogen,NEM,QLD1,-27.733564,153.326464,RPCG,RPCG,bioenergy_biomass,operating,30,30,,221.9449,,2027-12-31T14:00:00+10:00,2011-01-28T12:15:00+10:00,2026-08-01T14:00:00+10:00
ROMA,Roma,NEM,QLD1,-26.577126,148.84009,ROMA_8,ROMA_8,gas_ocgt,operating,40,42,,54,,2038-12-31T14:00:00+08:00,1999-02-05T14:20:00+08:00,2026-07-16T08:30:00+08:00
ROMA,Roma,NEM,QLD1,-26.577126,148.84009,ROMA_7,ROMA_7,gas_ocgt,operating,40,42,,41.33,,2038-12-31T14:00:00+08:00,1999-02-09T12:45:00+08:00,2026-07-16T08:30:00+08:00
RRSF,Ross River,NEM,QLD1,-19.42622,146.715299,RRSF1,RRSF1,solar_utility,operating,128,116,,116.9258,,2042-12-31T14:00:00+10:00,2018-09-12T10:45:00+10:00,2026-08-01T16:20:00+10:00
ROWALLAN,Rowallan,NEM,TAS1,-41.729547,146.217649,ROWALLAN,ROWALLAN,hydro,operating,10.5,11,,12.3753,,2099-12-31T14:00:00+10:00,2009-07-01T00:05:00+10:00,2026-08-01T16:20:00+10:00
ROYALLA,Royalla,NEM,NSW1,-35.489826,149.142704,ROYALLA1,ROYALLA1,solar_utility,operating,20,20,,21.036,,2044-12-31T14:00:00+10:00,2016-04-23T07:00:00+10:00,2026-08-01T16:20:00+10:00
RUBICON,Rubicon,NEM,VIC1,-37.292453,145.818202,RUBICON,RUBICON,hydro,operating,13,13,,7.695,,2056-12-31T14:00:00+10:00,2010-03-04T16:00:00+10:00,2026-08-01T16:20:00+10:00
RUGBYR,Rugby Run,NEM,QLD1,-22.142401,147.928736,RUGBYR1,RUGBYR1,solar_utility,operating,83,65,,65.8412,,2048-12-31T14:00:00+10:00,2019-05-28T11:10:00+10:00,2026-08-01T16:20:00+10:00
RYANCWF,Ryan Corner,NEM,VIC1,-38.271156,142.14003,RYANCWF1,RYANCWF1,wind,operating,218.4,205,,207.7135,,2053-12-31T14:00:00+10:00,2024-07-30T03:25:00+10:00,2026-08-01T16:20:00+10:00
RYEPARK,Rye Park,NEM,NSW1,-34.63317,148.95364,RYEPARK1,RYEPARK1,wind,operating,396,384,,384.9511,,2047-12-31T14:00:00+10:00,2023-08-18T09:40:00+10:00,2026-08-01T16:20:00+10:00
SALTCRK,Salt Creek,NEM,VIC1,-37.930719,142.773524,SALTCRK1,SALTCRK1,wind,operating,54,54,,53.39,,2042-12-31T14:00:00+10:00,2018-06-06T16:50:00+10:00,2026-08-01T16:20:00+10:00
SAPHWF1,Sapphire,NEM,NSW1,-29.710273,151.44558,SAPHWF1,SAPHWF1,wind,operating,270,270,,263.9643,,2042-12-31T14:00:00+10:00,2018-02-01T18:30:00+10:00,2026-08-01T16:20:00+10:00
SEBSF,Sebastopol,NEM,NSW1,-34.609386,147.557888,SEBSF1,SEBSF1,solar_utility,operating,110,90,,91.8719,,2051-12-31T14:00:00+08:00,2021-11-03T07:30:00+08:00,2026-08-01T16:20:00+08:00
